TransectID,Meter,SampleID,LongestBladeLength.mm,LongestBladeWidth.mm,SheathLength.mm,3rd.BladeLength.mm,3rd.BladeWidth.mm,DiseasePrevalence,GrazingScars,BrokenTip,TinMass.Epibiont.g,TinAndEpibiontDryMass.g,EpibiontDryMass.g,BladeArea.cm2
2019-07-17_SD_D_U2,m8,2019-07-17_SD_D_U2_m8,179,3,117,,,,,,,,,
2019-07-17_SD_D_U2,m12,2019-07-17_SD_D_U2_m12,255,3,95,,,,,,,,,
2019-07-17_SD_D_U2,m16,2019-07-17_SD_D_U2_m16,212,2,54,,,,,,,,,
2019-07-17_SD_D_U2,m20,2019-07-17_SD_D_U2_m20,224,4,44,,,,,,,,,
2019-07-17_SD_D_U3,m4,2019-07-17_SD_D_U3_m4,209,2,29,,,,,,,,,
2019-07-17_SD_D_U3,m8,2019-07-17_SD_D_U3_m8,355,4,166,,,,,,,,,
2019-07-17_SD_D_U3,m12,2019-07-17_SD_D_U3_m12,216,3,38,,,,,,,,,
2019-07-17_SD_D_U3,m16,2019-07-17_SD_D_U3_m16,145,2,24,,,,,,,,,
2019-07-17_SD_D_U3,m20,2019-07-17_SD_D_U3_m20,211,2,77,,,,,,,,,
2019-07-17_SD_D_L4,m4,2019-07-17_SD_D_L4_m4,231,3,68,,,,,,,,,
2019-07-17_SD_D_L4,m8,2019-07-17_SD_D_L4_m8,345,4,67,,,,,,,,,
2019-07-17_SD_D_L4,m12,2019-07-17_SD_D_L4_m12,303,4,155,,,,,,,,,
2019-07-17_SD_D_L4,m16,2019-07-17_SD_D_L4_m16,275,4,105,,,,,,,,,
2019-07-17_SD_D_L4,m20,2019-07-17_SD_D_L4_m20,252,3,37,,,,,,,,,
2019-07-17_SD_D_L5,m4,2019-07-17_SD_D_L5_m4,356,4,32,,,,,,,,,
2019-07-17_SD_D_L5,m8,2019-07-17_SD_D_L5_m8,380,3,173,,,,,,,,,
2019-07-17_SD_D_L5,m12,2019-07-17_SD_D_L5_m12,354,3,21,,,,,,,,,
2019-07-17_SD_D_L5,m16,2019-07-17_SD_D_L5_m16,530,4,178,,,,,,,,,
2019-07-17_SD_D_L5,m20,2019-07-17_SD_D_L5_m20,316,3,85,,,,,,,,,
2019-07-17_SD_D_L6,m4,2019-07-17_SD_D_L6_m4,578,4,222,,,,,,,,,
2019-07-17_SD_D_L6,m8,2019-07-17_SD_D_L6_m8,483,3,360,,,,,,,,,
2019-07-17_SD_D_L6,m12,2019-07-17_SD_D_L6_m12,567,2,115,,,,,,,,,
2019-07-17_SD_D_L6,m16,2019-07-17_SD_D_L6_m16,439,2,85,,,,,,,,,
2019-07-17_SD_D_L6,m20,2019-07-17_SD_D_L6_m20,443,4,90,,,,,,,,,
2019-07-18_SD_B_U1,m4,2019-07-18_SD_B_U1_m4,328,2,53,,,,,,,,,
2019-07-18_SD_B_U1,m8,2019-07-18_SD_B_U1_m8,240,2,43,,,,,,,,,
2019-07-18_SD_B_U1,m12,2019-07-18_SD_B_U1_m12,193,4,28,,,,,,,,,
2019-07-18_SD_B_U1,m16,2019-07-18_SD_B_U1_m16,155,2,24,,,,,,,,,
2019-07-18_SD_B_U1,m20,2019-07-18_SD_B_U1_m20,215,3,40,,,,,,,,,
2019-07-18_SD_B_U2,m4,2019-07-18_SD_B_U2_m4,287,4,70,,,,,,,,,
2019-07-18_SD_B_U2,m8,2019-07-18_SD_B_U2_m8,240,3,40,,,,,,,,,
2019-07-18_SD_B_U2,m12,2019-07-18_SD_B_U2_m12,197,3,166,,,,,,,,,
2019-07-18_SD_B_U2,m16,2019-07-18_SD_B_U2_m16,179,2,45,,,,,,,,,
2019-07-18_SD_B_U2,m20,2019-07-18_SD_B_U2_m20,255,3,6,,,,,,,,,
2019-07-18_SD_B_U3,m4,2019-07-18_SD_B_U3_m4,165,3,34,,,,,,,,,
2019-07-18_SD_B_U3,m8,2019-07-18_SD_B_U3_m8,291,2,55,,,,,,,,,
2019-07-18_SD_B_U3,m12,2019-07-18_SD_B_U3_m12,206,2,20,,,,,,,,,
2019-07-18_SD_B_U3,m16,2019-07-18_SD_B_U3_m16,270,2,54,,,,,,,,,
2019-07-18_SD_B_U3,m20,2019-07-18_SD_B_U3_m20,150,3,91,,,,,,,,,
2019-07-18_SD_B_L4,m4,2019-07-18_SD_B_L4_m4,480,6,100,,,,,,,,,
2019-07-18_SD_B_L4,m8,2019-07-18_SD_B_L4_m8,390,2,55,,,,,,,,,
2019-07-18_SD_B_L4,m12,2019-07-18_SD_B_L4_m12,340,3,114,,,,,,,,,
2019-07-18_SD_B_L4,m16,2019-07-18_SD_B_L4_m16,470,3,116,,,,,,,,,
2019-07-18_SD_B_L4,m20,2019-07-18_SD_B_L4_m20,420,3,77,,,,,,,,,
2019-07-18_SD_B_L5,m4,2019-07-18_SD_B_L5_m4,232,3,55,,,,,,,,,
2019-07-18_SD_B_L5,m8,2019-07-18_SD_B_L5_m8,315,2,50,,,,,,,,,
2019-07-18_SD_B_L5,m12,2019-07-18_SD_B_L5_m12,141,2,60,,,,,,,,,
2019-07-18_SD_B_L5,m16,2019-07-18_SD_B_L5_m16,170,2,56,,,,,,,,,
2019-07-18_SD_B_L5,m20,2019-07-18_SD_B_L5_m20,301,3,63,,,,,,,,,
2019-07-18_SD_B_L6,m4,2019-07-18_SD_B_L6_m4,384,3,76,,,,,,,,,
2019-07-18_SD_B_L6,m8,2019-07-18_SD_B_L6_m8,271,3,54,,,,,,,,,
2019-07-18_SD_B_L6,m12,2019-07-18_SD_B_L6_m12,216,2,55,,,,,,,,,
2019-07-18_SD_B_L6,m16,2019-07-18_SD_B_L6_m16,461,3,80,,,,,,,,,
2019-07-18_SD_B_L6,m20,2019-07-18_SD_B_L6_m20,288,2,57,,,,,,,,,
2019-07-22_SD_A_U1,m4,2019-07-22_SD_A_U1_m4,139,3,25,,,,,,,,,
2019-07-22_SD_A_U1,m8,2019-07-22_SD_A_U1_m8,211,4,33,,,,,,,,,
2019-07-22_SD_A_U1,m12,2019-07-22_SD_A_U1_m12,117,4,28,,,,,,,,,
2019-07-22_SD_A_U1,m16,2019-07-22_SD_A_U1_m16,252,3,17,,,,,,,,,
2019-07-22_SD_A_U1,m20,2019-07-22_SD_A_U1_m20,210,4,55,,,,,,,,,
2019-07-22_SD_A_U2,m4,2019-07-22_SD_A_U2_m4,184,5,47,,,,,,,,,
2019-07-22_SD_A_U2,m8,2019-07-22_SD_A_U2_m8,146,3,32,,,,,,,,,
2019-07-22_SD_A_U2,m12,2019-07-22_SD_A_U2_m12,151,4,28,,,,,,,,,
2019-07-22_SD_A_U2,m16,2019-07-22_SD_A_U2_m16,205,4,46,,,,,,,,,
2019-07-22_SD_A_U2,m20,2019-07-22_SD_A_U2_m20,268,4,64,,,,,,,,,
2019-07-22_SD_A_U3,m4,2019-07-22_SD_A_U3_m4,153,3,38,,,,,,,,,
2019-07-22_SD_A_U3,m8,2019-07-22_SD_A_U3_m8,134,4,33,,,,,,,,,
2019-07-22_SD_A_U3,m12,2019-07-22_SD_A_U3_m12,144,5,23,,,,,,,,,
2019-07-22_SD_A_U3,m16,2019-07-22_SD_A_U3_m16,214,3,36,,,,,,,,,
2019-07-22_SD_A_U3,m20,2019-07-22_SD_A_U3_m20,165,2,29,,,,,,,,,
2019-07-22_SD_A_L4,m4,2019-07-22_SD_A_L4_m4,197,5,35,,,,,,,,,
2019-07-22_SD_A_L4,m8,2019-07-22_SD_A_L4_m8,206,4,48,,,,,,,,,
2019-07-22_SD_A_L4,m12,2019-07-22_SD_A_L4_m12,254,4,40,,,,,,,,,
2019-07-22_SD_A_L4,m16,2019-07-22_SD_A_L4_m16,138,3,31,,,,,,,,,
2019-07-22_SD_A_L4,m20,2019-07-22_SD_A_L4_m20,99,2,26,,,,,,,,,
2019-07-22_SD_A_L5,m4,2019-07-22_SD_A_L5_m4,143,3,29,,,,,,,,,
2019-07-22_SD_A_L5,m8,2019-07-22_SD_A_L5_m8,175,3,37,,,,,,,,,
2019-07-22_SD_A_L5,m12,2019-07-22_SD_A_L5_m12,170,3,31,,,,,,,,,
2019-07-22_SD_A_L5,m16,2019-07-22_SD_A_L5_m16,180,4,42,,,,,,,,,
2019-07-22_SD_A_L5,m20,2019-07-22_SD_A_L5_m20,161,3,40,,,,,,,,,
2019-07-22_SD_A_L6,m4,2019-07-22_SD_A_L6_m4,193,3,32,,,,,,,,,
2019-07-22_SD_A_L6,m8,2019-07-22_SD_A_L6_m8,176,3,43,,,,,,,,,
2019-07-22_SD_A_L6,m12,2019-07-22_SD_A_L6_m12,229,4,50,,,,,,,,,
2019-07-22_SD_A_L6,m16,2019-07-22_SD_A_L6_m16,177,2,38,,,,,,,,,
2019-07-22_SD_A_L6,m20,2019-07-22_SD_A_L6_m20,242,3,58,,,,,,,,,
2019-07-25_SD_E_U1,m4,2019-07-25_SD_E_U1_m4,141,3,25,,,,,,,,,
2019-07-25_SD_E_U1,m8,2019-07-25_SD_E_U1_m8,124,2,24,,,,,,,,,
2019-07-25_SD_E_U1,m12,2019-07-25_SD_E_U1_m12,117,2,25,,,,,,,,,
2019-07-25_SD_E_U1,m16,2019-07-25_SD_E_U1_m16,139,2,24,,,,,,,,,
2019-07-25_SD_E_U1,m20,2019-07-25_SD_E_U1_m20,113,3,25,,,,,,,,,
2019-07-25_SD_E_U2,m4,2019-07-25_SD_E_U2_m4,86,2,16,,,,,,,,,
2019-07-25_SD_E_U2,m8,2019-07-25_SD_E_U2_m8,152,3,52,,,,,,,,,
2019-07-25_SD_E_U2,m12,2019-07-25_SD_E_U2_m12,117,3,25,,,,,,,,,
2019-07-25_SD_E_U2,m16,2019-07-25_SD_E_U2_m16,127,2,30,,,,,,,,,
2019-07-25_SD_E_U2,m20,2019-07-25_SD_E_U2_m20,113,3,12,,,,,,,,,
2019-07-25_SD_E_U3,m4,2019-07-25_SD_E_U3_m4,230,2,34,,,,,,,,,
2019-07-25_SD_E_U3,m8,2019-07-25_SD_E_U3_m8,148,3,33,,,,,,,,,
2019-07-25_SD_E_U3,m12,2019-07-25_SD_E_U3_m12,170,3,18,,,,,,,,,
2019-07-25_SD_E_U3,m16,2019-07-25_SD_E_U3_m16,159,3,28,,,,,,,,,
2019-07-25_SD_E_U3,m20,2019-07-25_SD_E_U3_m20,150,2,25,,,,,,,,,
2019-07-25_SD_E_L4,m4,2019-07-25_SD_E_L4_m4,267,2,41,,,,,,,,,
2019-07-25_SD_E_L4,m8,2019-07-25_SD_E_L4_m8,83,2,26,,,,,,,,,
2019-07-25_SD_E_L4,m12,2019-07-25_SD_E_L4_m12,270,3,63,,,,,,,,,
2019-07-25_SD_E_L4,m16,2019-07-25_SD_E_L4_m16,173,2,2,,,,,,,,,
2019-07-25_SD_E_L4,m20,2019-07-25_SD_E_L4_m20,350,4,54,,,,,,,,,
2019-07-25_SD_E_L5,m4,2019-07-25_SD_E_L5_m4,136,2,23,,,,,,,,,
2019-07-25_SD_E_L5,m8,2019-07-25_SD_E_L5_m8,186,2,32,,,,,,,,,
2019-07-25_SD_E_L5,m12,2019-07-25_SD_E_L5_m12,151,2,35,,,,,,,,,
2019-07-25_SD_E_L5,m16,2019-07-25_SD_E_L5_m16,148,4,22,,,,,,,,,
2019-07-25_SD_E_L5,m20,2019-07-25_SD_E_L5_m20,208,4,35,,,,,,,,,
2019-07-25_SD_E_L6,m4,2019-07-25_SD_E_L6_m4,372,2,65,,,,,,,,,
2019-07-25_SD_E_L6,m8,2019-07-25_SD_E_L6_m8,304,6,74,,,,,,,,,
2019-07-25_SD_E_L6,m12,2019-07-25_SD_E_L6_m12,417,3,54,,,,,,,,,
2019-07-25_SD_E_L6,m16,2019-07-25_SD_E_L6_m16,325,3,56,,,,,,,,,
2019-07-25_SD_E_L6,m20,2019-07-25_SD_E_L6_m20,282,4,30,,,,,,,,,
2019-07-26_SD_C_U1,m4,2019-07-26_SD_C_U1_m4,282,4,54,,,,,,,,,
2019-07-26_SD_C_U1,m8,2019-07-26_SD_C_U1_m8,217,3,43,,,,,,,,,
2019-07-26_SD_C_U1,m12,2019-07-26_SD_C_U1_m12,255,3,57,,,,,,,,,
2019-07-26_SD_C_U1,m16,2019-07-26_SD_C_U1_m16,221,3,50,,,,,,,,,
2019-07-26_SD_C_U1,m20,2019-07-26_SD_C_U1_m20,388,4,75,,,,,,,,,
2019-07-26_SD_C_U2,m4,2019-07-26_SD_C_U2_m4,715,4,148,,,,,,,,,
2019-07-26_SD_C_U2,m8,2019-07-26_SD_C_U2_m8,306,4,126,,,,,,,,,
2019-07-26_SD_C_U2,m12,2019-07-26_SD_C_U2_m12,636,4,128,,,,,,,,,
2019-07-26_SD_C_U2,m16,2019-07-26_SD_C_U2_m16,438,3,104,,,,,,,,,
2019-07-26_SD_C_U2,m20,2019-07-26_SD_C_U2_m20,463,2,83,,,,,,,,,
2019-07-26_SD_C_U3,m4,2019-07-26_SD_C_U3_m4,227,3,62,,,,,,,,,
2019-07-26_SD_C_U3,m8,2019-07-26_SD_C_U3_m8,460,4,94,,,,,,,,,
2019-07-26_SD_C_U3,m12,2019-07-26_SD_C_U3_m12,533,4,101,,,,,,,,,
2019-07-26_SD_C_U3,m16,2019-07-26_SD_C_U3_m16,374,5,93,,,,,,,,,
2019-07-26_SD_C_U3,m20,2019-07-26_SD_C_U3_m20,500,3,107,,,,,,,,,
2019-07-26_SD_C_L4,m4,2019-07-26_SD_C_L4_m4,591,4,105,,,,,,,,,
2019-07-26_SD_C_L4,m8,2019-07-26_SD_C_L4_m8,345,4,103,,,,,,,,,
2019-07-26_SD_C_L4,m12,2019-07-26_SD_C_L4_m12,398,3,95,,,,,,,,,
2019-07-26_SD_C_L4,m16,2019-07-26_SD_C_L4_m16,526,4,141,,,,,,,,,
2019-07-26_SD_C_L4,m20,2019-07-26_SD_C_L4_m20,374,2,85,,,,,,,,,
2019-07-26_SD_C_L5,m4,2019-07-26_SD_C_L5_m4,660,4,166,,,,,,,,,
2019-07-26_SD_C_L5,m8,2019-07-26_SD_C_L5_m8,722,4,75,,,,,,,,,
2019-07-26_SD_C_L5,m12,2019-07-26_SD_C_L5_m12,390,4,87,,,,,,,,,
2019-07-26_SD_C_L5,m16,2019-07-26_SD_C_L5_m16,793,3,227,,,,,,,,,
2019-07-26_SD_C_L5,m20,2019-07-26_SD_C_L5_m20,509,3,148,,,,,,,,,
2019-07-26_SD_C_L6,m4,2019-07-26_SD_C_L6_m4,485,5,90,,,,,,,,,
2019-07-26_SD_C_L6,m8,2019-07-26_SD_C_L6_m8,568,3,119,,,,,,,,,
2019-07-26_SD_C_L6,m12,2019-07-26_SD_C_L6_m12,423,3,79,,,,,,,,,
2019-07-26_SD_C_L6,m16,2019-07-26_SD_C_L6_m16,419,3,64,,,,,,,,,
2019-07-26_SD_C_L6,m20,2019-07-26_SD_C_L6_m20,475,4,49,,,,,,,,,
